userName,score,at,content
Chandra Lesmana,1,2021-05-09 12:39:05,"Netflix ini Kayak beli kucing dalam karung. Pertama login aja sdh harus langsung langganan tanpa kita bisa lihat ada film apa aja di dalamnya. Dan metode pembayaranpun gk lengkap. Mending nonton di disney+ hostar aja pertama login kita bisa lihat2× dulu ada film apa dan pembayarannya pun bisa pakai pulsa,"
Fitria Indah Miranti,4,2021-05-04 15:55:03,"Yg ribet metode bayar. Bisa berlangganan di beberapa akun di sh*pe* Lebih murah juga untuk berlangganan nya. Tapi untuk di cek lagi beberapa akun ada yg asal² an kasih kode. Bs blm sbulan udh error. Harga mulai 30rb/bln. Cari yg komen nya udh banyak dan bintangnya jgn dbawah 4,7 ya."
Ks .16,2,2021-05-03 11:50:15,"Cara pembayaran yang ribet ,sausah ,tapi serial animasi nya banyak jadi terpaksa harus ganti ke aplikasi pembayaran lebih mudah yang bisa pake pulsa dan pembayaran yang lainya"
Fahrian Syah,2,2021-05-03 09:30:51,"Sekedar saran, kalo awal udah langsung suruh bayar, terus bayar pake debit segala, itu bkalan kesusahan buat yg kgk punya debit/kartu ATM atau semacam nya. Tolong di perbarui lagi.. kalo bisa. Pas log in awal. Bisa langsung liat film dan drama. Nnti kalo memang pengguna ingin menjadi anggota, nnti di sediakan semacam tempat di aps, biar bisa Regis. Sebenarnya bagus aplikasi, tpi tolong di tingkatkan lagi. ."
Gilang Arjuna,1,2021-05-02 21:10:30,"Netflix sangat buruk.. saya akses masuk tdk bisa tp pembayaran setiap bulan kena terus, telp call centernya tp tdk bs menghentikan pembayaran n pembatalan jg sdh sy klik tp tetap tdk bs, terus kena pembayaran setiap bulan. Sy minta agar biar bs masuk tp tdk bs, n call center tdk bs menyelesaikan permasalah."
Lisyang Sitanggang,4,2021-05-02 10:57:32,"Untuk Netflix, kok banyak film yang ketinggalan sih. Setiap mau nyari film yang terbaru cuma satu dua aja yang ada. Salah satunya ""Mouse"" Belum tayang di apk ini. Padahal pengen banget nonton 😥😣"
Ahmad Rizaldy Saputra,2,2021-05-01 22:50:24,"Tolong devoloper, di tambahkan pengaturan metode pembayaran via lainnya, seperti pulsa, ovo, Alfamart, Indomaret. Agar di permudah untuk pengguna nya, kasian yang tidak memiliki rekening tetapi ingin nonton dan kesushan untuk pembayarannya, sekian terima kasih"
Nursita bkl,1,2021-04-30 23:35:35,"Tidak suka netflix. Masih mending VIU bisa masuk dan bisa nonton. Netflix boro-boro mau nonton... Mau masuk aja tidak bisa harus melewati pembayaran kartu kredit dulu. Wah, wah, wah Ternyata Netflix khusus untuk orang kaya ya. Menyebalkan... TT"
Salsayati Shoimah,5,2021-04-30 16:40:49,"Bagus banget sebenernya apk nya tuh tapi sayang pembayaran nggak bisa lewat ovo/shopeepay atau lain lainnya , ayo dong biar rating bagus gitu terus biar banyak yang nggak nonton bajakan juga . Kasihan mereka nggak punya kartu kredit , nggak semua warga Indonesia tuh punya kartu kredit ya pihak Netflix"
Yuuji,1,2021-04-30 07:41:15,"Tolong perbanyak lagi metode pembayarannya, lalu berikan fitur untuk mengatur kualitas videonya, gak enak banget njing, yang sinyalnya kurang kuat gak bisa nonton yang HD, kan bisa tinggal didownload aja gitu, jadi tolong lah buat ngasih fitur untuk mengatur kualitas, gak enak loh udah beli mahal mahal tapi cuma karena sinyal kurang kuat jadi gak bisa nonton yang HD"
Farah rara,1,2021-04-25 14:13:08,Kenapa metode pembayaran harus menggunakan kartu kredit sementara tdk semua orang punya.kenapa harus di persulit toh kita memang bukan tdk bisa bayar.tp coba di berikan beberapa pilihan metode pembayaran yg bisa di jangkau.heraannn.coba contoh aplikasi2 lain.kan bisa lewat ovo.pulsa atau apa ke.
HeruSR,2,2021-04-24 00:32:04,"Cara pembayarannya masa cuma bisa pake kartu kredit. Mana gw gak punya lagi dah. Coba dong tambahin cara pembayarannya, seperti di indomaret, ovo, pulsa, kalo bisa kalaborasi ama aplikasi belanja online seperti shopee, tokped, lazada dll. Kan jadi mempermudah pengguna untuk berlangganan"
auah gelap,4,2021-04-23 08:16:06,"Lebih di perbanyak lagi metode pembayarannya🙏🏻 contoh aja sekarang dah banyak metode pembayarannya yang mudah kayak bayar di Alfa/indo mart, ShopeePay, Pulsa, Dll jadi gak perlu Pake kartu debit segala macem, karna gak semua orang punya kartu debit."
herwin,5,2021-04-22 06:06:31,"Yang bilang apk ini tak jelas, sebenarnya pada ngerti apk ini gak sih? Apakah karena lihat youtuber aja kalian mau daftar? Mereka buat film pakai uang bukan gratis kalian kalau mau nonton ya bayar, buat film harga nya bisa triliunan, kalian disuruh bayar aja gak mau, mau nya gratis mikir dikit posisi orang jangan mikir posisi sendiri aja, dan buat netflix saya sangat menyukai film yang di buat 😍"
Deninta Nasya Amira,3,2021-04-21 16:05:30,"Netflix lagi eror kah? Saya mau perpanjang keanggotaan gagal terus, pas udah dapet kode verifikasinya ngga bisa dipakai, suruh ganti metode pembayaran. Dah coba 2-3 kartu yg berbeda tetap tidak bisa ada tulisannya ""coba lagi nanti"" trs. Mohon penjelasannya 🙏🙏"
EFENDI FAMILY,4,2021-04-21 10:48:29,"Suka banget, bagus, TAPI berharap banget kedepan pengguna bisa melakukam pembayaran via GoPay / Ovo / Mobile Banking, tanpa harus pakai kartu kredit. Biar lebih simple and gak ribet pas update pembayaran. Semoga didengar 👍"
Hannan Gaming,3,2021-04-11 03:52:48,"Tolong untuk pihak neflix agar bisa memperbanyak lagi metode pembayaran nya seperti lewat pulsa, ovo, dana, gopay, Alfamart, Indomaret, virtual account dan lain-lain, jangan hanya kartu kredit saja karena tidak semua orang di Indonesia punya kartu kredit dan jangan di persulit ketika masuk / login ke aplikasi nya, setidaknya untuk masuk atau login dipermudah agar bisa melihat film - film yg tersedia disini. Sampai disitu saja keluhan saya, semoga neflix tidak kalah dengan aplikasi sebelah.😁😁"
niken aulia,1,2021-04-04 03:19:08,"Aaa... Nyesel banget download apk ini,masuknya harus jadi anggota dulu,bayar pula😔 Membayarnya juga ribet,harus pakek Kartu Kredit sementara saya nggak punya kartu kredit atau semacamnya😔Tolong diberi pertimbangan lagi dong,diperbaiki supaya peminat yang tidak punya kartu kredit lebih banyak lagi🙏"
ARIA YUDHISTIRA DASOPANG,4,2021-04-04 01:21:31,"Konten, tampilan, dan fitur sudah baik, hanya cara untuk berlangganan sulit bagi pelanggan yang tidak memiliki kartu kredit. Mungkin lebih baik ditambah metode pembayaran baru seperti via indomart, alfamart, virtual account, atau pulsa."
Mery Aryani,1,2021-04-03 16:04:02,"Tolong laahhh buat aplikasi ini saya mau liat dulu film yg saya cari tp di suruh daftar dan pembayaran nya harus pake kartu debit atw kredit sedangkan saya ga pnya kartu itu,tolong di baca yaahh dan kalau bisa pembayaran nya tambahin seperti lewat indomart atw alfamart yg ke jangkau sama kita yg ga punya kartu debiit... Saya hapus lagi aplks nya soalnya ga bisa di pake kalau ga bayar lewat kartu dulu"
fasya zahratu annisa,1,2021-04-03 13:28:54,"Tolong dong, metode pembayaran nya tambahin gitu. Jangan pake kartu debit atau kredit aja. Kan ngk semua pengguna punya yg kek gitu. Klw bisa metode pembayaran nya bisa juga pake pulsa, biar para pengguna lain ngk kesusahan. Dan pasti pengguna yg tadinya kecewa jadi suka. Plissss tambah metode pembayaran nya. 🙏🏼🙏🏼"
Steven Y,3,2021-04-01 13:48:12,"Saya baru ingin menggunakan Netflix untuk menonton film dan acar tv, tapi metode pembayaran cuma menggunakan kartu credit sungguhenyulitkan sekali semoga saja ada pilihan menggunakan pulsa,dana/ovo"
Hengky Yuli Saputra,1,2021-04-01 05:21:09,Aku kasih bintang 1 tidak seperti dulu bisa nonton free dan prabayar kalau sekarang setelah saya update versi baru memulai login akun sudah di suruh bayar sebelum masuk ke menu padahal tayangan filem di di dalam kebanyakan filem layar lebar yang sudah di tayang di televisi. Oke aku unistal dan berahli yang lain saja.
irwan xg,1,2021-04-01 00:11:05,"Ya elah mau masuk aja harus daftar pembayaran dulu mana lagi pembayarannya pake kartu kredit dan kartu debit nggak ada metode pembayaran lain... Aplikasi tolol, apa cuma khusus orang tertentu aja misalnya orang yang punya uang banyak dan khusus untuk para artis gitu, aplikasi gk jelas nyesel gua sudah download nih aplikasi mana lagi sudah pkaet unlimited Netflix lagi eh pas mau masuk malah di suruh bayar dulu, kecuali pembayarannya ada metode pembayaran lewat via pulsa/Alfamart/Indomaret/ dll"
Ratih Ktp,1,2021-03-29 00:45:52,"Tolong buat aplikasi netflix metode pembayarannya diubah, yg beri rating ngeluh garagara metode pembayaran semua. Gak semua orang punya kartu debit, visa dan yang lainnya. Mohon berbaik hati"
Devi Chungiarto,5,2021-03-27 08:47:02,"Tampilannya user friendly, movie dan dramanya juga banyak, hanya sayangnya hanya beberapa yang di tampilkan sesuai yang kita nonton dan yang kita sukai, but overall aku suka, kualitasnya juga jernih, sedikit masukan mungkin untuk audionya boleh di kembangkan lagi karena ada beberapa movie yang audionya agak kecil. Sukses selalu."
D Three,3,2021-03-23 20:59:15,"Tuk Film lumayan ok walaupun kurang Komplit, dan tuk Audio pada saat play kadang terputus bila menggunakan Soundbar sedangkan play menggunakan Aplikasi sebelah baik - baik saja tak ada kendala apapun.. Entahlah apa yang mesti saya perbuat mungkin berhenti berlangganan."
Khatrina Sarmila,3,2021-03-23 01:32:54,Kenapa setelah di-update film yang alagi ditonton malah ilang di Netflix. Sudah dicari diaktivitas malah tidak terhubung ke Netflix. Padahal kalo film lain mah bisa.. Ini gimana yah
Ilham Siswadi,2,2021-03-19 05:19:04,"Update aplikasi baru-baru ni agak kurang nyaman ya. Lagi enak nonton kalo kita rewind, cerahin layar atau sentuh layar aja ga sengaja tiba-tiba filmnya macet-macet dan bahkan kedap kedip gitu kayak tv error'. Tolong dong diperbaiki aplikasi nya makin parah"
izhatul,5,2021-03-13 01:15:17,"Sangat puas menggunakan Netflix, saya sekeluarga bisa menikmati film2 atau serial nya dgn lancar dan uptudate. Harga premiumnya jg terjangkau sekali... Terima kasih Netflix.."
Samuel Clinton Widjaya,1,2021-03-11 00:56:54,"aplikasi sulit untuk berlangganan dengan biaya langganan yang sangat mahal, metode prmbayaran hanya satu hanya memakai kartu kerdit, lalu aplikasi maupun website selalu error. Kepada pihak Netflix Indonesia agar mengkondisikan metode pembayaran, dan sistem aplikasinya serta biaya yang dikeluarkan untuk berlangganan, agar semua pemakai aplikasi dapat nyaman dan mudah berlangganan. mohon dimengerti pada saat pandemin COVID19 ini. Terimakasih."
syeikha ariani,2,2021-03-10 07:22:47,"Metode pembayarannya divariasikan lagi dong, seperti gopay/ovo/shopeepay/dana/link, jangan cuma kartu kredit/debit. Jadi yang masih pelajar bisa berlangganan dengan mudah. Tolong ya..."
toedi saputra,3,2021-03-09 11:54:26,"Untuk netflix indonesia , Saya suka dengan adanya netflix ,mungkin bisa berexperimen nonton film bioskop tapi flexible, tapi menurut saya ,ini indonesia mbo yao untuk cara bayar langganan bisa lebih flrxible juga ,..dan sampai sekarang ku ga bisa berlangganan karna harus mengikuti tatacara mereka yang menurut aku ga flexible, ...aku sich berharap ada solusi ,yaitu dengan memasukan e walet ,ovo.link .dan teman temanya sebagai alat pembyaran untuk berlangganan...."
Ayu Santriwati,4,2021-03-06 15:23:24,"Aplikasi buat orang kaya, apalah daya kita yang gak punya kartu debit segala macam tu. Saran gue sih biar semua bisa login, tolong tambahkan cara pembayaran pake pulsa kek biar lebih mudah transaksinya."
Putri Cantika,1,2021-03-04 07:56:28,"Cara pembayaran nya di tambah lagi dong, susah kalo mau berlangganan, nggak bisa nonton percuma kalo bagus doang mah, yang bisa nonton kalangan atas dong, ayo dong di tambahkan cara pembayaran nya"
Puspa djuliana01,1,2021-03-01 01:01:56,"Ga ngerti deh kenapa baru download harus berlangganan,ga bisa langsung ke halaman aja gitu,pas mau nonton baru harus bayar gitu..kalo dari awal udah di ribetin bayar kan males daftar akun nya,mana pembayaran debit doang..tambahin pake metode lain biar orang yg ga punya debit bisa ikut nonton! Sumpah bad banget"
Lia Pangaribuan,4,2021-02-27 06:00:31,"1 bln terakhir ini kalo buka netflix sering ""maaf kami tdk dapat menjangkau layanan netflix. Coba lg nanti (-1023)"" Semenjak upgrade ke android 11 buka netflix sering begini. Sy pakai 2 sim, kadang2 paket data harus coba gantian2 br bisa buka..kadang2 hp hrs direstart dulu baru bs dibuka.. tolong donk netflix ini knp bisa seperti ini, sy jd kurang nyaman kalau begini terus.. terimakasih"
Akbar Apriantony,1,2021-02-26 07:14:39,Tolong di tambah metode pembayaran nya karena gak semua orang indonesia punya kartu kredit. Misal nya di tambag metode pembayaran dengan pulsa pasti banyak orang yang mendownload ny terutama di indonesia.
Xcaris,2,2021-02-23 23:33:31,"Kan Netflix sudah masuk Indonesia, tapi kok kayak anime overlord belom ada subtitle Indonesia nya mohon untuk pembuat aplikasi Netflix, untuk memberikan subtitle Indonesia pada beberapa film atau pun series yang tidak memiliki subtitle Indonesia seperti overlord, mohon di baca, terimakasih"
Abal Abal,5,2021-02-23 13:57:13,"Aplikasi nonton paling oke. Udh langganan dr lama tp skrg lg berhenti krn sibuk. Greget sama yg blg kenapa musti bayar dulu sih? Ya karena konten netflix bagus2 BANGET, sepadan lah sama harganya. Mau gratisan? Haduh. Cape deh. Terus yg sambat gapunya cc/debit, gampang lah itu di twitter/shopee banyak yg jual sharing account, hitungannya lebih murah malah. Semua kalangan bisa ko akses netflix bukan cuman kalangan atas. Coba kreatif dikit."
Christian Budiman,5,2021-02-23 05:08:11,"Bagi yang kesulitan dalam penggunaan kartu kredit lebih baik menggunakan e commerce untuk membeli paket nya, karena secara biaya yang lebih murah dan mudah, klo secara biaya memang netflix mahal tp menjual film series yang sangat berkualitas juga"
X_6_Faqih Abqari Sutopo,2,2021-02-22 10:13:41,"Saya mau bikinkan adek saya akun Netflix lalu memasukkan data kartu debit, tapi tetap tidak bisa , saya sarankan untuk permudah sistem pembayaran seperti lewat Transfer langsung, atau pakai pulsa, saya tidak tahu ada kesalahan apa dengan data kartu nya, saya sudah cek berkali-kali tetap tidak bisa lanjut, mohon diperbaiki"
pranovsky oktaryan,3,2021-02-22 05:50:42,"Iyah bos netflix, orang mau pakai kartu kredit belum tentu org punya. Coba cara lain untuk pembayaran. Agak susah kalau yg tidak punya kartu credit. Ini berapa kali gw download terus hapus, kirain sudah berubah pembayarannya bintang gw kasih 3. Karna sistem pemabayan msh kartu credit."
Hanina Talitha Yumna,2,2021-02-21 10:34:38,"Semuanya bagus kok, tapi alangkah baiknya jika ditambah pembayaramya, misal di indomaret, alfamaret misalnya, atau transfer rekening or something like that..ngga semua orang juga punya kredit dan debit. Kenapa seolah olah aplikasi netflix untuk kalangan atas ya? Saya yakin kalau ditambah pembayaranya, orang indonesia juga pada butuh kok,semoga dilihat pesan saya ya, mohon maaf.."
Ningsih Indri hrp,4,2021-02-19 10:14:36,Tolong dong untuk netflix tambahkan metode pembayaran lewat INDOMARET/ALFAMART/OVO atau yg lainnya. Tidak semua orang memiliki kartu kredit dan debit berlogo seperti yg kalian minta. Semoga dipertimbangkan oleh pihak Netflix
febryan,3,2021-02-14 12:29:55,"Harusnya metode pembayaran bisa di permudah lagi, kenapa gk langsung ke bank? Atau uang digital misalnya paypal,ovo, dana atau gopay. Yg kayak² gini nih yg bikin minat² dan pemikiran bajakan nambah banyak di indo, metode pembayarannya aja terlalu dibatasi. Min, orang yg kerja kantoran atau punya perusahaan kecil²an aja belom tentu punya yg namanya kartu kredit atau kartu debit, agak ribet juga penggunaannya menurut saya dan nanggung banget kenapa gk langsung mobile banking?nggak semua indo dapet"
Bintang Mas Pahlawan,1,2021-02-12 19:42:06,"Tolong yaa untuk pihak netflix untuk memberikan subtitle indonesia rata semua series/film. Tolong untuk lebih teliti, bukan cuman orang luar negeri yang menonton film/series, tapi warga Indonesia juga. Dan lagi gak semua orang Indonesia bisa bhs inggris. disini kami berlangganan, bukan gratis!!!"
irfan muslim,1,2021-02-12 02:38:58,Tidak bisa mendapatkan kualitas diatas FHD hanya karena perangkat belum certified netflix??? Kompabilitas Aplikasi Netflix ini sangat buruk terhadap Device seperti STB dan perangkat lainnya. Tidak seperti pesaingnya si Disney Hotstar ataupun amazon prime. Dan juga terbatasnya pembayaran langganan hanya menggunakan kartu kredit.
Putri Gina Arista,1,2021-02-11 23:09:30,"Terlalu sulit utk syarat pembayaran atau registrasi. Tolong dipertimbangkan ulang mengenai opsi pembayaran registrasi. Karena sayang sekali, banyak film yg berkualitas bagus, tapi tdk semua org bs menikmati karya nya,hanya karena kesulitan paada saat registrasi. terima kasih."
Kuproy,4,2021-02-11 18:48:37,"Buat yg ingin daftar atau nonton, saya sarankan untuk membeli paket netflix di BL atau Toped, lebih murah dari harga yang Netflix tawarkan untuk anda, karena dengan memakai akun premium, kita bisa akses dengan banyak akun, kurang lebih seperti kita patungan dengan teman, dengan membeli paket premium, jadi bisa berbagi akses netflix premium"
Irfand Dhe,5,2021-02-11 10:43:10,"Saran aja, untuk meningkatkan jumlah pelanggan, alangkah baiknya metode pembayarannya ditambah, bank transfer misalnya. Karna tidak semua orang punya kartu KREDIT, bahkan orang yang sudah bekerja pun belum tentu punya kartu KREDIT. Dan untuk kartu DEBIT mungkin banyak orang yang punya, tapi kembali lagi bahwa tidak semua kartu DEBIT yang mereka punya berlogo VISA, MASTERCARD ataupun AMERICAN EXPRESS. Jika metode pembayaran seperti itu seolah NETFLIX hanya di peruntukkan untuk kalangan atas saja."
